npmPackageName,versionNumber
@webassemblyjs/helper-numbers,1.13.2
@webassemblyjs/helper-wasm-bytecode,1.13.2
@webassemblyjs/helper-wasm-section,1.14.1
@webassemblyjs/ieee754,1.13.2
@webassemblyjs/leb128,1.13.2
@webassemblyjs/utf8,1.13.2
@webassemblyjs/wasm-edit,1.14.1
@webassemblyjs/wasm-gen,1.14.1
@webassemblyjs/wasm-opt,1.14.1
@webassemblyjs/wasm-parser,1.14.1
@webassemblyjs/wast-printer,1.14.1
@xtuc/ieee754,1.2.0
@xtuc/long,4.2.2
@yarnpkg/lockfile,1.1.0
@yarnpkg/parsers,3.0.2
@zip.js/zip.js,2.8.16
@zkochan/js-yaml,0.0.7
abbrev,4.0.0
abort-controller,3.0.0
accepts,1.3.8
acorn,8.15.0
acorn-import-phases,1.0.4
acorn-jsx,5.3.2
acorn-walk,8.3.4
address,1.2.2
adm-zip,0.5.16
ag-charts-angular,13.0.0
ag-charts-community,13.0.0
ag-charts-core,13.0.0
ag-charts-enterprise,13.0.0
ag-charts-locale,13.0.0
ag-charts-react,13.0.0
ag-charts-types,13.0.0
ag-grid-angular,35.0.0
ag-grid-community,35.0.0
ag-grid-enterprise,35.0.0
ag-grid-react,35.0.0
agent-base,7.1.4
ajv,6.12.6
ajv-formats,2.1.1
ajv-keywords,3.5.2
algoliasearch,5.46.2
amps,5.3.4-0.378635.60b2fcc
angular-eslint,21.1.0
ansi-colors,4.1.3
ansi-escapes,4.3.2
ansi-html-community,0.0.8
ansi-regex,5.0.1
ansi-styles,4.3.0
anymatch,3.1.3
arg,4.1.3
argparse,1.0.10
aria-hidden,1.2.6
aria-query,5.3.2
array-buffer-byte-length,1.0.2
array-flatten,1.1.1
array-includes,3.1.9
array-union,3.0.1
array.prototype.findlast,1.2.5
array.prototype.findlastindex,1.2.6
array.prototype.flat,1.3.3
array.prototype.flatmap,1.3.3
array.prototype.tosorted,1.1.4
arraybuffer.prototype.slice,1.0.4
asn1js,3.0.7
assertion-error,2.0.1
ast-types,0.13.4
ast-types-flow,0.0.8
ast-v8-to-istanbul,0.3.10
async,3.2.6
async-function,1.0.0
asynckit,0.4.0
at-least-node,1.0.0
atomic-sleep,1.0.0
autoprefixer,10.4.23
available-typed-arrays,1.0.7
axe-core,4.11.1
axios,1.13.2
axobject-query,4.1.0
b4a,1.7.3
babel-jest,30.2.0
babel-loader,9.2.1
babel-plugin-const-enum,1.2.0
babel-plugin-istanbul,7.0.1
babel-plugin-jest-hoist,30.2.0
babel-plugin-macros,3.1.0
babel-plugin-polyfill-corejs2,0.4.14
babel-plugin-polyfill-corejs3,0.13.0
babel-plugin-polyfill-regenerator,0.6.5
babel-plugin-styled-components,2.1.4
babel-plugin-transform-typescript-metadata,0.3.2
babel-preset-current-node-syntax,1.2.0
babel-preset-jest,30.2.0
balanced-match,1.0.2
bare-events,2.8.2
base64-js,1.5.1
baseline-browser-mapping,2.9.14
basic-auth,2.0.1
basic-ftp,5.1.0
batch,0.6.1
beasties,0.3.5
bidi-js,1.0.3
big-integer,1.6.52
big.js,5.2.2
binary,0.3.0
binary-extensions,2.3.0
bl,4.1.0
bluebird,3.4.7
body-parser,1.20.4
bonjour-service,1.3.0
boolbase,1.0.0
brace-expansion,1.1.12
braces,3.0.3
browserslist,4.28.1
bs-logger,0.2.6
bser,2.1.1
btoa,1.2.1
buffer,5.7.1
buffer-crc32,0.2.13
buffer-from,1.1.2
buffer-indexof-polyfill,1.0.2
buffers,0.1.1
bufferutil,4.1.0
bundle-name,4.1.0
bytes,3.1.2
bytestreamjs,2.0.1
cacache,20.0.3
cacheable-lookup,7.0.0
cacheable-request,10.2.14
call-bind,1.0.8
call-bind-apply-helpers,1.0.2
call-bound,1.0.4
callsites,3.1.0
camelcase,5.3.1
camelize,1.0.1
caniuse-api,3.0.0
caniuse-lite,1.0.30001764
chai,6.2.2
chainsaw,0.1.0
chalk,4.1.2
char-regex,1.0.2
chardet,2.1.1
chokidar,4.0.3
chownr,3.0.0
chrome-trace-event,1.0.4
ci-info,4.3.1
cjs-module-lexer,2.2.0
class-variance-authority,0.7.1
cli-cursor,3.1.0
cli-spinners,2.6.1
cli-truncate,5.1.1
cli-width,4.1.0
cliui,8.0.1
clone,2.1.2
clone-deep,4.0.1
clsx,2.1.1
co,4.6.0
collect-v8-coverage,1.0.3
color-convert,1.9.3
color-name,1.1.3
colord,2.9.3
colorette,2.0.20
colorjs.io,0.5.2
columnify,1.6.0
combined-stream,1.0.8
commander,2.20.3
common-path-prefix,3.0.0
commondir,1.0.1
compressible,2.0.18
compression,1.8.1
concat-map,0.0.1
concat-with-sourcemaps,1.1.0
concurrently,9.2.1
confusing-browser-globals,1.0.11
connect-history-api-fallback,2.0.0
content-disposition,0.5.4
content-type,1.0.5
convert-source-map,2.0.0
cookie,0.7.2
cookie-signature,1.0.7
cookies,0.9.1
copy-anything,2.0.6
copy-webpack-plugin,10.2.4
core-js-compat,3.47.0
core-util-is,1.0.3
cors,2.8.5
corser,2.0.1
cosmiconfig,8.3.6
create-require,1.1.1
cron-parser,4.9.0
cross-spawn,6.0.6
css-color-keywords,1.0.0
css-declaration-sorter,7.3.1
css-loader,6.11.0
css-minimizer-webpack-plugin,5.0.1
css-select,5.2.2
css-to-react-native,3.2.0
css-tree,3.1.0
css-what,6.2.2
cssesc,3.0.0
cssnano,6.1.2
cssnano-preset-default,6.1.2
cssnano-utils,4.0.2
csso,5.0.5
cssstyle,5.3.7
csstype,3.2.3
d,1.0.2
d3-array,3.2.4
d3-color,3.1.0
d3-ease,3.0.1
d3-format,3.1.2
d3-interpolate,3.0.1
d3-path,3.1.0
d3-scale,4.0.2
d3-shape,3.2.0
d3-time,3.1.0
d3-time-format,4.1.0
d3-timer,3.0.1
damerau-levenshtein,1.0.8
data-uri-to-buffer,4.0.1
data-urls,6.0.0
data-view-buffer,1.0.2
data-view-byte-length,1.0.2
data-view-byte-offset,1.0.1
date-format,4.0.14
dateformat,4.6.3
debug,4.4.3
decamelize,6.0.1
decimal.js,10.6.0
decimal.js-light,2.5.1
decompress-response,6.0.0
dedent,1.7.1
deep-equal,1.0.1
deep-is,0.1.4
deepmerge,4.3.1
deepmerge-ts,5.1.0
default-browser,5.5.0
default-browser-id,5.0.1
defaults,1.0.4
defer-to-connect,2.0.1
define-data-property,1.1.4
define-lazy-prop,2.0.0
define-properties,1.2.1
degenerator,5.0.1
delayed-stream,1.0.0
delegates,1.0.0
depd,2.0.0
dequal,2.0.3
destroy,1.2.0
detect-libc,2.1.2
detect-newline,3.1.0
detect-node,2.1.0
detect-node-es,1.1.0
detect-port,1.6.1
dexie,4.2.1
diff,4.0.2
dir-glob,3.0.1
dns-packet,5.6.1
doctrine,2.1.0
dom-accessibility-api,0.5.16
dom-serializer,2.0.0
domelementtype,2.3.0
domhandler,5.0.3
domutils,3.2.2
dot-case,3.0.4
dotenv,16.4.7
dotenv-expand,11.0.7
dunder-proto,1.0.1
duplexer2,0.1.4
eastasianwidth,0.2.0
edge-paths,3.0.5
edgedriver,5.6.1
ee-first,1.1.1
ejs,3.1.10
electron-to-chromium,1.5.267
emittery,0.13.1
emoji-regex,8.0.0
emojis-list,3.0.0
encodeurl,2.0.0
encoding,0.1.13
end-of-stream,1.4.5
enhanced-resolve,5.19.0
enquirer,2.3.6
entities,6.0.1
env-paths,2.2.1
environment,1.1.0
err-code,2.0.3
errno,0.1.8
error-ex,1.3.4
error-stack-parser,2.1.4
es-abstract,1.24.1
es-define-property,1.0.1
es-errors,1.3.0
es-iterator-helpers,1.2.2
es-module-lexer,1.7.0
es-object-atoms,1.1.1
es-set-tostringtag,2.1.0
es-shim-unscopables,1.1.0
es-to-primitive,1.3.0
es-toolkit,1.43.0
es5-ext,0.10.64
es6-iterator,2.0.3
es6-promise,3.3.1
es6-symbol,3.1.4
esbuild,0.27.2
esbuild-wasm,0.27.2
escalade,3.2.0
escape-html,1.0.3
escape-string-regexp,1.0.5
escodegen,2.1.0
eslint,9.39.2
eslint-config-prettier,10.1.8
eslint-import-resolver-node,0.3.9
eslint-module-utils,2.12.1
eslint-plugin-import,2.31.0
eslint-plugin-jsx-a11y,6.10.1
eslint-plugin-playwright,1.8.3
eslint-plugin-react,7.35.0
eslint-plugin-react-hooks,5.0.0
eslint-scope,8.4.0
eslint-visitor-keys,3.4.3
esniff,2.0.1
espree,9.6.1
esprima,4.0.1
esquery,1.7.0
esrecurse,4.3.0
estraverse,5.3.0
estree-walker,3.0.3
esutils,2.0.3
etag,1.8.1
event-emitter,0.3.5
event-target-shim,5.0.1
eventemitter3,5.0.1
events,3.3.0
events-universal,1.0.1
eventsource,3.0.7
eventsource-parser,3.0.6
execa,5.1.1
exit-x,0.2.2
expand-tilde,2.0.2
expect,30.0.0
expect-type,1.3.0
exponential-backoff,3.1.3
express,4.22.1
express-rate-limit,7.5.1
ext,1.7.0
extract-zip,2.0.1
fast-copy,4.0.2
fast-deep-equal,3.1.3
fast-fifo,1.3.2
fast-glob,3.3.3
fast-json-stable-stringify,2.1.0
fast-levenshtein,2.0.6
fast-safe-stringify,2.1.1
fast-uri,3.1.0
fast-xml-parser,4.5.3
fastq,1.20.1
faye-websocket,0.11.4
fb-watchman,2.0.2
fd-slicer,1.1.0
fdir,6.5.0
fetch-blob,3.2.0
fflate,0.8.2
figures,3.2.0
file-entry-cache,8.0.0
filelist,1.0.4
fill-range,7.1.1
finalhandler,1.3.2
find-cache-dir,3.3.2
find-file-up,2.0.1
find-pkg,2.0.0
find-up,4.1.0
flat,5.0.2
flat-cache,4.0.1
flatted,3.3.3
follow-redirects,1.15.11
for-each,0.3.5
foreground-child,3.3.1
fork-ts-checker-webpack-plugin,7.2.13
form-data,4.0.5
form-data-encoder,2.1.4
formdata-polyfill,4.0.10
forwarded,0.2.0
fraction.js,5.3.4
fresh,0.5.2
front-matter,4.0.2
fs-constants,1.0.0
fs-extra,10.1.0
fs-minipass,3.0.3
fs-monkey,1.1.0
fs.realpath,1.0.0
fsevents,2.3.3
fstream,1.0.12
function-bind,1.1.2
function.prototype.name,1.1.8
functions-have-names,1.2.3
geckodriver,4.2.1
generator-function,2.0.1
generic-names,4.0.0
gensync,1.0.0-beta.2
get-caller-file,2.0.5
get-east-asian-width,1.4.0
get-intrinsic,1.3.0
get-nonce,1.0.1
get-package-type,0.1.0
get-port,7.1.0
get-proto,1.0.1
get-stream,6.0.1
get-symbol-description,1.1.0
get-them-args,1.3.2
get-uri,6.0.5
glob,7.2.3
glob-parent,6.0.2
glob-to-regex.js,1.2.0
glob-to-regexp,0.4.1
global-modules,1.0.0
global-prefix,1.0.2
globals,14.0.0
globalthis,1.0.4
globby,12.2.0
gopd,1.2.0
got,12.6.1
graceful-fs,4.2.11
handle-thing,2.0.1
handlebars,4.7.8
harmony-reflect,1.6.2
has-bigints,1.1.0
has-flag,4.0.0
has-property-descriptors,1.0.2
has-proto,1.2.0
has-symbols,1.1.0
has-tostringtag,1.0.2
hasown,2.0.2
he,1.2.0
help-me,5.0.0
hoist-non-react-statics,3.3.2
homedir-polyfill,1.0.3
hono,4.11.7
hosted-git-info,2.8.9
hpack.js,2.1.6
html-encoding-sniffer,6.0.0
html-entities,2.6.0
html-escaper,2.0.2
html-parse-stringify,3.0.1
htmlparser2,10.0.0
http-assert,1.5.0
http-cache-semantics,4.2.0
http-deceiver,1.2.7
http-errors,2.0.1
http-parser-js,0.5.10
http-proxy,1.18.1
http-proxy-agent,7.0.2
http-proxy-middleware,3.0.5
http-server,14.1.1
http2-wrapper,2.2.1
https-proxy-agent,7.0.6
human-signals,2.1.0
hyperdyperid,1.2.0
i18next,23.16.8
iconv-lite,0.6.3
icss-utils,5.1.0
identity-obj-proxy,3.0.0
ieee754,1.2.1
ignore,7.0.5
ignore-walk,8.0.0
image-size,0.5.5
immediate,3.0.6
immer,10.2.0
immutable,5.1.4
import-fresh,3.3.1
import-local,3.2.0
import-meta-resolve,4.2.0
imurmurhash,0.1.4
inflight,1.0.6
inherits,2.0.4
ini,1.3.8
internal-slot,1.1.0
internmap,2.0.3
ip-address,10.1.0
ip-regex,4.3.0
ipaddr.js,1.9.1
is-array-buffer,3.0.5
is-arrayish,0.2.1
is-async-function,2.1.1
is-bigint,1.1.0
is-binary-path,2.1.0
is-boolean-object,1.2.2
is-callable,1.2.7
is-core-module,2.16.1
is-data-view,1.0.2
is-date-object,1.1.0
is-docker,2.2.1
is-extglob,2.1.1
is-finalizationregistry,1.1.1
is-fullwidth-code-point,3.0.0
is-generator-fn,2.1.0
is-generator-function,1.1.2
is-glob,4.0.3
is-inside-container,1.0.0
is-interactive,1.0.0
is-map,2.0.3
is-module,1.0.0
is-negative-zero,2.0.3
is-network-error,1.3.0
is-number,7.0.0
is-number-object,1.1.1
is-plain-obj,3.0.0
is-plain-object,5.0.0
is-potential-custom-element-name,1.0.1
is-promise,4.0.0
is-reference,1.2.1
is-regex,1.2.1
is-set,2.0.3
is-shared-array-buffer,1.0.4
is-stream,2.0.1
is-string,1.1.1
is-symbol,1.1.1
is-typed-array,1.1.15
is-typedarray,1.0.0
is-unicode-supported,0.1.0
is-url,1.2.4
is-weakmap,2.0.2
is-weakref,1.1.1
is-weakset,2.0.4
is-what,3.14.1
is-windows,1.0.2
is-wsl,2.2.0
is2,2.0.9
isarray,2.0.5
isexe,2.0.0
isobject,3.0.1
isomorphic-ws,5.0.0
istanbul-lib-coverage,3.2.2
istanbul-lib-instrument,6.0.3
istanbul-lib-report,3.0.1
istanbul-lib-source-maps,5.0.6
istanbul-reports,3.2.0
iterator.prototype,1.1.5
jackspeak,3.4.3
jake,10.9.4
jest,30.0.0
jest-changed-files,30.0.0
jest-circus,30.0.0
jest-cli,30.0.0
jest-config,30.0.0
jest-diff,30.2.0
jest-docblock,30.0.0
jest-each,30.0.0
jest-environment-jsdom,30.2.0
jest-environment-node,30.0.0
jest-haste-map,30.2.0
jest-leak-detector,30.0.0
jest-matcher-utils,30.0.0
jest-message-util,30.0.0
jest-mock,30.0.0
jest-pnp-resolver,1.2.3
jest-preset-angular,16.0.0
jest-regex-util,30.0.1
jest-resolve,30.0.0
jest-resolve-dependencies,30.0.0
jest-runner,30.0.0
jest-runtime,30.0.0
jest-snapshot,30.0.0
jest-util,30.0.0
jest-validate,30.0.0
jest-watcher,30.0.0
jest-worker,30.0.0
jiti,2.4.2
jose,6.1.3
joycon,3.1.1
js-tokens,4.0.0
js-yaml,3.14.2
jsdom,27.4.0
jsesc,3.1.0
json-buffer,3.0.1
json-parse-better-errors,1.0.2
json-parse-even-better-errors,2.3.1
json-schema-traverse,0.4.1
json-schema-typed,8.0.2
json-stable-stringify-without-jsonify,1.0.1
json5,2.2.3
jsonc-eslint-parser,2.4.2
jsonc-parser,3.2.0
jsonfile,6.2.0
jsonparse,1.3.1
jsx-ast-utils,3.3.5
jszip,3.10.1
keygrip,1.1.0
keyv,4.5.4
kill-port,1.6.1
kind-of,6.0.3
klona,2.0.6
koa,3.0.3
koa-compose,4.1.0
ky,0.33.3
language-subtag-registry,0.3.23
language-tags,1.0.9
launch-editor,2.12.0
less,4.5.1
less-loader,11.1.4
leven,3.1.0
levn,0.4.1
license-webpack-plugin,4.0.2
lie,3.3.0
lightningcss,1.30.2
lightningcss-android-arm64,1.30.2
lightningcss-darwin-arm64,1.30.2
lightningcss-darwin-x64,1.30.2
lightningcss-freebsd-x64,1.30.2
lightningcss-linux-arm-gnueabihf,1.30.2
lightningcss-linux-arm64-gnu,1.30.2
lightningcss-linux-arm64-musl,1.30.2
lightningcss-linux-x64-gnu,1.30.2
lightningcss-linux-x64-musl,1.30.2
lightningcss-win32-arm64-msvc,1.30.2
lightningcss-win32-x64-msvc,1.30.2
lilconfig,3.1.3
lines-and-columns,2.0.3
listenercount,1.0.1
listr2,9.0.5
lmdb,3.4.4
load-json-file,4.0.0
loader-runner,4.3.1
loader-utils,3.3.1
locate-app,2.5.0
locate-path,5.0.0
lodash,4.17.21
lodash.camelcase,4.3.0
lodash.clonedeepwith,4.5.0
lodash.debounce,4.0.8
lodash.memoize,4.1.2
lodash.merge,4.6.2
lodash.uniq,4.5.0
log-symbols,4.1.0
log-update,6.1.0
log4js,6.9.1
loglevel,1.9.2
loglevel-plugin-prefix,0.8.4
long-timeout,0.1.1
loose-envify,1.4.0
lower-case,2.0.2
lowercase-keys,3.0.0
lru-cache,11.2.4
lucide-react,0.553.0
luxon,3.7.2
lz-string,1.5.0
lzutf8,0.6.3
magic-string,0.30.21
magicast,0.5.1
make-dir,4.0.0
make-error,1.3.6
make-fetch-happen,15.0.3
makeerror,1.0.12
math-intrinsics,1.1.0
mdn-data,2.12.2
media-typer,0.3.0
memfs,3.5.3
memorystream,0.3.1
merge-descriptors,1.0.3
merge-stream,2.0.0
merge2,1.4.1
methods,1.1.2
micromatch,4.0.8
mime,1.6.0
mime-db,1.52.0
mime-types,2.1.35
mimic-fn,2.1.0
mimic-function,5.0.1
mimic-response,3.1.0
mini-css-extract-plugin,2.4.7
mini-svg-data-uri,1.4.4
minimalistic-assert,1.0.1
minimatch,3.1.2
minimist,1.2.8
minipass,7.1.2
minipass-collect,2.0.1
minipass-fetch,5.0.0
minipass-flush,1.0.5
minipass-pipeline,1.2.4
minipass-sized,1.0.3
minizlib,3.1.0
mkdirp,0.5.6
mkdirp-classic,0.5.3
mrmime,2.0.1
ms,2.1.3
msgpackr,1.11.8
msgpackr-extract,3.0.3
multicast-dns,7.2.5
mute-stream,2.0.0
nanoid,3.3.11
napi-postinstall,0.3.4
natural-compare,1.4.0
needle,3.3.1
negotiator,0.6.3
neo-async,2.6.2
netmask,2.0.2
next-tick,1.1.0
nice-try,1.0.5
no-case,3.0.4
node-abort-controller,3.1.1
node-addon-api,7.1.1
node-domexception,1.0.0
node-fetch,3.3.2
node-forge,1.3.3
node-gyp,12.1.0
node-gyp-build,4.8.4
node-gyp-build-optional-packages,5.2.2
node-int64,0.4.0
node-machine-id,1.1.12
node-releases,2.0.27
node-schedule,2.1.1
nopt,9.0.0
normalize-package-data,2.5.0
normalize-path,3.0.0
normalize-url,8.1.1
npm-bundled,5.0.0
npm-install-checks,8.0.0
npm-normalize-package-bin,5.0.0
npm-package-arg,13.0.2
npm-packlist,10.0.3
npm-pick-manifest,11.0.3
npm-registry-fetch,19.1.1
npm-run-all,4.1.5
npm-run-path,4.0.1
nth-check,2.1.1
nwsapi,2.2.23
nx,22.4.5
object-assign,4.1.1
object-inspect,1.13.4
object-keys,1.1.1
object.assign,4.1.7
object.entries,1.1.9
object.fromentries,2.0.8
object.groupby,1.0.3
object.values,1.2.1
obuf,1.1.2
obug,2.1.1
on-exit-leak-free,2.1.2
on-finished,2.4.1
on-headers,1.1.0
once,1.4.0
onetime,5.1.2
open,8.4.2
opener,1.5.2
openfin-notifications,2.12.3
openfin-service-async,1.0.1
openfin-service-signal,1.0.0
optionator,0.9.4
ora,5.3.0
ordered-binary,1.6.1
own-keys,1.0.1
p-cancelable,3.0.0
p-limit,3.1.0
p-locate,4.1.0
p-map,7.0.4
p-retry,6.2.1
p-try,2.2.0
pac-proxy-agent,7.2.0
pac-resolver,7.0.1
package-json-from-dist,1.0.1
pacote,21.0.4
pako,1.0.11
parent-module,1.0.1
parse-json,4.0.0
parse-node-version,1.0.1
parse-passwd,1.0.0
parse5,8.0.0
parse5-html-rewriting-stream,8.0.0
parse5-sax-parser,8.0.0
parseurl,1.3.3
path-exists,4.0.0
path-is-absolute,1.0.1
path-key,2.0.1
path-parse,1.0.7
path-scurry,1.11.1
path-to-regexp,0.1.12
path-type,3.0.0
pathe,2.0.3
pend,1.2.0
picocolors,1.1.1
picomatch,4.0.3
pidtree,0.3.1
pify,3.0.0
pino,10.2.0
pino-abstract-transport,3.0.0
pino-pretty,13.1.3
pino-std-serializers,7.1.0
pirates,4.0.7
piscina,5.1.4
pkce-challenge,5.0.1
pkg-dir,4.2.0
pkijs,3.3.3
playwright,1.57.0
playwright-core,1.57.0
portfinder,1.0.38
possible-typed-array-names,1.1.0
postcss,8.5.6
postcss-calc,9.0.1
postcss-colormin,6.1.0
postcss-convert-values,6.1.0
postcss-discard-comments,6.0.2
postcss-discard-duplicates,6.0.3
postcss-discard-empty,6.0.3
postcss-discard-overridden,6.0.2
postcss-import,14.1.0
postcss-loader,6.2.1
postcss-media-query-parser,0.2.3
postcss-merge-longhand,6.0.5
postcss-merge-rules,6.1.1
postcss-minify-font-values,6.1.0
postcss-minify-gradients,6.0.3
postcss-minify-params,6.1.0
postcss-minify-selectors,6.0.4
postcss-modules,6.0.1
postcss-modules-extract-imports,3.1.0
postcss-modules-local-by-default,4.2.0
postcss-modules-scope,3.2.1
postcss-modules-values,4.0.0
postcss-normalize-charset,6.0.2
postcss-normalize-display-values,6.0.2
postcss-normalize-positions,6.0.2
postcss-normalize-repeat-style,6.0.2
postcss-normalize-string,6.0.2
postcss-normalize-timing-functions,6.0.2
postcss-normalize-unicode,6.1.0
postcss-normalize-url,6.0.2
postcss-normalize-whitespace,6.0.2
postcss-ordered-values,6.0.2
postcss-reduce-initial,6.1.0
postcss-reduce-transforms,6.0.2
postcss-selector-parser,6.1.2
postcss-svgo,6.0.3
postcss-unique-selectors,6.0.4
postcss-value-parser,4.2.0
prelude-ls,1.2.1
prettier,2.8.8
pretty-format,30.2.0
primeicons,7.0.0
primeng,21.0.4
proc-log,6.1.0
process,0.11.10
process-nextick-args,2.0.1
process-warning,5.0.0
progress,2.0.3
promise-retry,2.0.1
prop-types,15.8.1
proxy-addr,2.0.7
proxy-agent,6.3.1
proxy-from-env,1.1.0
prr,1.0.1
pump,3.0.3
punycode,2.3.1
pure-rand,7.0.1
pvtsutils,1.3.6
pvutils,1.1.5
qs,6.14.1
queue-microtask,1.2.3
quick-format-unescaped,4.0.4
quick-lru,5.1.1
rambda,9.4.2
randombytes,2.1.0
range-parser,1.2.1
raw-body,2.5.3
react,19.2.3
react-dom,19.2.3
react-i18next,14.1.3
react-is,18.3.1
react-redux,9.2.0
react-refresh,0.18.0
react-remove-scroll,2.7.2
react-remove-scroll-bar,2.3.8
react-router,6.30.3
react-router-dom,6.30.3
react-style-singleton,2.2.3
read-cache,1.0.0
read-pkg,3.0.0
readable-stream,3.6.2
readdirp,4.1.2
real-require,0.2.0
recharts,3.6.0
redux,5.0.1
redux-thunk,3.1.0
reflect-metadata,0.2.2
reflect.getprototypeof,1.0.10
regenerate,1.4.2
regenerate-unicode-properties,10.2.2
regexp.prototype.flags,1.5.4
regexpu-core,6.4.0
regjsgen,0.8.0
regjsparser,0.13.0
require-directory,2.1.1
require-from-string,2.0.2
requires-port,1.0.0
reselect,5.1.1
resolve,1.22.11
resolve-alpn,1.2.1
resolve-cwd,3.0.0
resolve-dir,1.0.1
resolve-from,5.0.0
resolve.exports,2.0.3
responselike,3.0.0
restore-cursor,3.1.0
retry,0.13.1
reusify,1.1.0
rfdc,1.4.1
rimraf,2.7.1
rolldown,1.0.0-beta.58
rollup,4.55.1
rollup-plugin-typescript2,0.36.0
router,2.2.0
rrweb-cssom,0.8.0
run-applescript,7.1.0
run-parallel,1.2.0
rxjs,7.8.2
safaridriver,0.1.2
safe-array-concat,1.1.3
safe-buffer,5.2.1
safe-push-apply,1.0.0
safe-regex-test,1.1.0
safe-stable-stringify,2.5.0
safer-buffer,2.1.2
sass,1.97.1
sass-embedded,1.97.3
sass-embedded-all-unknown,1.97.3
sass-embedded-android-arm,1.97.3
sass-embedded-android-arm64,1.97.3
sass-embedded-android-riscv64,1.97.3
sass-embedded-android-x64,1.97.3
sass-embedded-darwin-arm64,1.97.3
sass-embedded-darwin-x64,1.97.3
sass-embedded-linux-arm,1.97.3
sass-embedded-linux-arm64,1.97.3
sass-embedded-linux-musl-arm,1.97.3
sass-embedded-linux-musl-arm64,1.97.3
sass-embedded-linux-musl-riscv64,1.97.3
sass-embedded-linux-musl-x64,1.97.3
sass-embedded-linux-riscv64,1.97.3
sass-embedded-linux-x64,1.97.3
sass-embedded-unknown-all,1.97.3
sass-embedded-win32-arm64,1.97.3
sass-embedded-win32-x64,1.97.3
sass-loader,16.0.6
sax,1.4.4
saxes,6.0.0
scheduler,0.27.0
schema-utils,4.3.3
secure-compare,3.0.1
secure-json-parse,4.1.0
select-hose,2.0.0
selenium-webdriver,4.40.0
selfsigned,5.5.0
semver,7.7.3
semver-compare,1.0.0
send,0.19.2
serialize-javascript,6.0.2
serve-index,1.9.2
serve-static,1.16.3
set-function-length,1.2.2
set-function-name,2.0.2
set-proto,1.0.0
setimmediate,1.0.5
setprototypeof,1.2.0
shallow-clone,3.0.1
shallowequal,1.1.0
shebang-command,1.2.0
shebang-regex,1.0.0
shell-exec,1.0.2
shell-quote,1.8.3
side-channel,1.1.0
side-channel-list,1.0.0
side-channel-map,1.0.1
side-channel-weakmap,1.0.2
siginfo,2.0.0
signal-exit,4.1.0
sigstore,4.1.0
sirv,3.0.2
slash,3.0.0
slice-ansi,7.1.2
smart-buffer,4.2.0
snake-case,3.0.4
sockjs,0.3.24
socks,2.8.7
socks-proxy-agent,8.0.5
solclientjs,10.18.2
sonic-boom,4.2.0
sorted-array-functions,1.3.0
source-map,0.6.1
source-map-js,1.2.1
source-map-loader,5.0.0
source-map-support,0.5.21
spacetrim,0.11.59
spdx-correct,3.2.0
spdx-exceptions,2.5.0
spdx-expression-parse,3.0.1
spdx-license-ids,3.0.22
spdy,4.0.2
spdy-transport,3.0.0
split2,4.2.0
sprintf-js,1.0.3
ssri,13.0.0
stack-utils,2.0.6
stackback,0.0.2
stackframe,1.3.4
statuses,2.0.2
std-env,3.10.0
stdin-discarder,0.2.2
stop-iteration-iterator,1.1.0
streamroller,3.1.5
streamx,2.23.0
string_decoder,1.3.0
string-hash,1.1.3
string-length,4.0.2
string-width,4.2.3
string-width-cjs,4.2.3
string.prototype.includes,2.0.1
string.prototype.matchall,4.0.12
string.prototype.padend,3.1.6
string.prototype.repeat,1.0.0
string.prototype.trim,1.2.10
string.prototype.trimend,1.0.9
string.prototype.trimstart,1.0.8
strip-ansi,6.0.1
strip-ansi-cjs,6.0.1
strip-bom,3.0.0
strip-final-newline,2.0.0
strip-json-comments,5.0.3
strnum,1.1.2
style-loader,3.3.4
styled-components,5.3.11
stylehacks,6.1.1
supports-color,8.1.1
supports-preserve-symlinks-flag,1.0.0
svg-parser,2.0.4
svgo,3.3.2
symbol-tree,3.2.4
sync-child-process,1.0.2
sync-message-port,1.1.3
synckit,0.11.12
tailwind-merge,3.4.0
tailwindcss,4.1.18
tapable,2.3.0
tar,7.5.2
tar-fs,3.0.4
tar-stream,2.2.0
tcp-port-used,1.0.2
terser,5.46.0
terser-webpack-plugin,5.3.16
test-exclude,6.0.0
text-decoder,1.2.3
thingies,2.5.0
thread-stream,4.0.0
through,2.3.8
thunky,1.1.0
tiny-invariant,1.3.3
tinybench,2.9.0
tinyexec,1.0.2
tinyglobby,0.2.15
tinyrainbow,3.0.3
title-case,3.0.3
tldts,7.0.19
tldts-core,7.0.19
tmp,0.2.5
tmpl,1.0.5
to-regex-range,5.0.1
toidentifier,1.0.1
totalist,3.0.1
tough-cookie,6.0.0
tr46,6.0.0
traverse,0.3.9
tree-dump,1.1.0
tree-kill,1.2.2
ts-api-utils,2.4.0
ts-checker-rspack-plugin,1.2.6
ts-jest,29.4.6
ts-loader,9.5.4
ts-node,10.9.1
tsconfig-paths,4.2.0
tsconfig-paths-webpack-plugin,4.2.0
tslib,2.8.1
tsscmp,1.0.6
tsyringe,4.10.0
tuf-js,4.1.0
tw-animate-css,1.4.0
type,2.7.3
type-check,0.4.0
type-detect,4.0.8
type-fest,4.41.0
type-is,1.6.18
typed-array-buffer,1.0.3
typed-array-byte-length,1.0.3
typed-array-byte-offset,1.0.4
